epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.15262372013651876,0.5843941583568326,0.08449254299390031,0.6175152358341542,0.04542553191489362,0.7390217258067842,0.08755273853210693,0.7733423984811661
